Geneid,Chr,Start,End,Strand,Length,raw_count_1,raw_count_2,raw_count,FPKM
Coop,scaffold_1;scaffold_1,1035787;1036686,1036619;1036929,-;-,1077,137,146,141.5,6.71485424
FBgn0175671,scaffold_1;scaffold_1;scaffold_1;scaffold_1,1028152;1028402;1028617;1030635,1028322;1028554;1030570;1030855,-;-;-;-,2499,30,29,29.5,0.603325405
Aldh-III,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1012048;1012234;1012442;1013865;1014114;1014369;1014662;1015130;1015420;1017982;1018416;1020029;1020127,1012068;1012384;1012577;1013980;1014311;1014599;1014825;1015351;1015600;1018040;1018537;1020064;1020181,-;-;-;-;-;-;-;-;-;-;-;-;-,1692,12260,11915,12087.5,365.1169389
FBgn0175673,scaffold_1;scaffold_1;scaffold_1,1010565;1011021;1011315,1010964;1011223;1011416,-;-;-,705,610,585,597.5,43.31563105
FBgn0175674,scaffold_1;scaffold_1,1009859;1010053,1009991;1010372,-;-,453,586,577,581.5,65.60657566
Inos,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,989524;989751;990282;990597;1007142;1007516,989682;990218;990524;991295;1007426;1007734,-;-;-;-;-;-,2073,2248,2149,2198.5,54.20296216
fa2h,scaffold_1;scaffold_1;scaffold_1,978352;978907;981271,978840;979134;981624,-;-;-,1071,246,231,238.5,11.38137586
kappaB-Ras,scaffold_1;scaffold_1,976971;977526,977462;977639,-;-,606,449,472,460.5,38.83764285
CG30503,scaffold_1;scaffold_1,975957;976294,976230;976541,-;-,522,132,125,128.5,12.58138574
CG11145,scaffold_1;scaffold_1,964713;965174,965117;965215,-;-,447,14,15,14.5,1.657892368
CG1701,scaffold_1;scaffold_1,945885;946328,946264;946352,-;-,405,2,2,2,0.2523892341
Eaf,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,936066;936532;937040;937250;937515;943593;943748,936470;936985;937127;937455;937653;943685;943874,-;-;-;-;-;-;-,1512,1209,1179,1194,40.3597427
CG1707,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,932274;932453;933033;933190;933398,932394;932566;933119;933326;933469,-;-;-;-;-,531,931,898,914.5,88.02074539
Gr43a,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,929608;929733;930143;930475;931026;931488;931605,929670;930084;930419;930585;931123;931542;931758,-;-;-;-;-;-;-,1110,21,14,17.5,0.8057696832
cos,scaffold_1;scaffold_1;scaffold_1;scaffold_1,921888;923640;924114;924885,923575;924058;924825;925530,-;-;-;-,3465,125,131,128,1.888002582
Dscam,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,851741;852628;853612;853829;854074;854868;855628;857648;860284;860508;860740;860922;861664;861932;863218;875089;878258;878712;878956;884594;892426;894911;896672;897198;897528;899218;908414,851822;852694;853770;854009;854384;855017;855783;857815;860450;860684;860848;861605;861819;863158;863337;875379;878563;878873;879800;884714;892575;895081;896833;897359;897689;899562;908474,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,6852,660,618,639,4.766277863
FBgn0175686,scaffold_1,839759,839968,-,210,1,0,0.5,0.1216876664
Br140,scaffold_1;scaffold_1;scaffold_1;scaffold_1,804900;806759;807088;808413,806517;807030;808346;809556,-;-;-;-,4293,229,217,223,2.654849019
CG1850,scaffold_1,797884,799938,-,2055,1,2,1.5,0.03730570796
FBgn0175689,scaffold_1;scaffold_1,785541;785875,785788;786064,-;-,438,3,2,2.5,0.2917170086
FBgn0175690,scaffold_11734,993,1220,+,228,0,0,0,0
Ady43A,scaffold_1;scaffold_1;scaffold_1,782615;783999;784241,783479;784154;784320,-;-;-,1101,2552,2508,2530,117.4435189
Or43a,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,777168;777354;777528;777774;777937;778308,777272;777461;777629;777873;778207;778752,-;-;-;-;-;-,1131,1051,1019,1035,46.77067073
nec,scaffold_1;scaffold_1;scaffold_1,711792;711998;713319,711931;713251;713334,-;-;-,1410,5564,5496,5530,200.4480667
Spn43Ad,scaffold_1;scaffold_1;scaffold_1,709191;709361;709614,709303;709511;710573,-;-;-,1224,1,0,0.5,0.02087778591
FBgn0175695,scaffold_1;scaffold_1,708198;708847,708454;708874,-;-,285,598,575,586.5,105.1765715
FBgn0175696,scaffold_1;scaffold_1,707046;707234,707167;707363,-;-,252,707,716,711.5,144.3012911
FBgn0175697,scaffold_1;scaffold_1,704610;704737,704680;704959,-;-,294,0,0,0,0
FBgn0175698,scaffold_1;scaffold_1;scaffold_1;scaffold_1,687029;687256;687957;688529,687195;687892;688464;688734,-;-;-;-,1518,666,620,643,21.64886113
FBgn0175699,scaffold_1,686130,686291,-,162,0,0,0,0
FBgn0175700,scaffold_1;scaffold_1,685238;685517,685459;685990,-;-,696,1,1,1,0.0734322125
FBgn0175702,scaffold_1;scaffold_1,684561;684824,684727;685115,-;-,459,6,6,6,0.6680891491
CG12831,scaffold_1,629404,630138,-,735,18,20,19,1.321180378
Tsp42Eq,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,617910;618040;618411;618641;618879,617984;618237;618563;618814;618938,-;-;-;-;-,660,14,13,13.5,1.04540768
pgant3,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,613535;613754;615443;615669;616205;616612,613696;615012;615609;615849;616305;616745,-;-;-;-;-;-,2004,428,410,419,10.68592592
Tsp42Ep,scaffold_1;scaffold_1;scaffold_1;scaffold_1,611995;612221;612642;612875,612153;612580;612815;612934,-;-;-;-,753,55,48,51.5,3.495490339
CG33914,scaffold_1;scaffold_1;scaffold_1,592276;592744;592955,592440;592896;593020,-;-;-,384,5,2,3.5,0.4658355981
Tsp42Ed,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,563194;563323;563658;563892;564722,563265;563520;563819;564083;564781,-;-;-;-;-,684,3217,3141,3179,237.5364598
CG30156,scaffold_1;scaffold_1;scaffold_1,542954;543181;543407,543123;543347;544146,-;-;-,1077,129,123,126,5.979304835
FBgn0175711,scaffold_659;scaffold_659,799;1345,1248;1728,-;-,834,0,1,0.5,0.03064077932
vimar,scaffold_1;scaffold_1;scaffold_1;scaffold_1,538173;538836;539301;542124,538777;539222;540206;542511,-;-;-;-,2286,287,290,288.5,6.450085101
CG30157,scaffold_1;scaffold_1,535732;535920,535857;536498,-;-,705,47,42,44.5,3.22601771
Cyp6u1,scaffold_1;scaffold_1,533940;534417,534358;535458,-;-,1461,956,940,948,33.1630125
CheB42c,scaffold_1;scaffold_1;scaffold_1,514287;514534;514767,514463;514710;515003,-;-;-,591,111,109,110,9.512639914
CheB42b,scaffold_1;scaffold_1;scaffold_1,512698;513057;513299,512874;513233;513535,-;-;-,591,39,39,39,3.372663242
mim,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,496009;496137;496854;498534;499413;499833;500614;502678;503610;504246;504854;505172;507744;508573;510724;511508,496058;496259;498297;498740;499682;499954;502245;503463;503724;504548;505111;505626;507817;508634;510985;511608,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,6264,964,971,967.5,7.893962844
Spn42Db,scaffold_1;scaffold_1;scaffold_1,448729;449099;449307,448901;449240;450158,-;-;-,1167,0,0,0,0
Spn42Da,scaffold_1;scaffold_1;scaffold_1,441344;441618;446796,441519;441759;447521,-;-;-,1044,1784,1371,1577.5,77.22621015
FBgn0175723,scaffold_1;scaffold_1,440420;440674,440541;440734,-;-,183,31,22,26.5,7.401003975
CG9447,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,437579;437805;438006;438404;438570;438744;439346;439610,437734;437947;438346;438517;438649;439285;439486;440039,-;-;-;-;-;-;-;-,1947,6600,6508,6554,172.0427353
ubl,scaffold_1;scaffold_1;scaffold_1,375801;375910;376108,375844;376048;376146,-;-;-,222,232,238,235,54.10167873
CG15237,scaffold_1;scaffold_1;scaffold_1,374932;375131;375277,375071;375218;375405,-;-;-,357,351,352,351.5,50.32142912
FBgn0175728,scaffold_1;scaffold_1;scaffold_1,356975;357330;357883,357261;357472;357920,-;-;-,468,3,2,2.5,0.2730172003
FBgn0175729,scaffold_1,343941,344132,-,192,0,0,0,0
Cyp6a2,scaffold_1;scaffold_1,339450;339938,339868;341039,-;-,1521,3122,3076,3099,104.1329605
FBgn0175731,scaffold_1;scaffold_1;scaffold_1;scaffold_1,332288;333389;334267;337051,332338;333535;334377;337173,-;-;-;-,432,30,23,26.5,3.135147517
FBgn0175732,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,322388;322575;323185;323493;323723;324047;325218;325617;326686;327055;327760;328007;328217;328564;328917;329039,322515;322924;323318;323663;323976;324408;325379;325793;326830;327200;327952;328148;328303;328661;328968;329290,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2853,289,303,296,5.302562457
FBgn0175733,scaffold_1,318328,318729,-,402,384,381,382.5,48.62966073
CG3420,scaffold_1;scaffold_1;scaffold_1;scaffold_1,316333;316518;316688;316893,316456;316611;316832;316940,-;-;-;-,411,356,347,351.5,43.70985449
FBgn0175736,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,281827;282317;282621;282753;282977;283882;284067;284796;285454;285650;285899;286446;288776;290566;291650;291761;292007;292212;292449;293154;293839;294232;294477;294673;294943;297601;298068;298306;300066,282014;282354;282690;282919;283133;284013;284249;285044;285591;285838;286222;286577;289258;291027;291700;291943;292144;292394;293093;293468;294153;294412;294610;294816;295125;297636;298234;298462;300279,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,5958,919,886,902.5,7.741811004
CG9430,scaffold_1;scaffold_1,270293;270394,270333;271228,-;-,876,1,1,1,0.05834340172
ZIP1,scaffold_1;scaffold_1,268292;268409,268332;269420,-;-,1053,1,1,1,0.04853639117
FBgn0175739,scaffold_1,257254,257583,-,330,11,12,11.5,1.781064936
CG3409,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,252698;252907;253202;253809;254332,252842;253147;253383;253918;256338,-;-;-;-;-,2685,1320,1273,1296.5,24.67880261
Mob4,scaffold_1;scaffold_1;scaffold_1,247435;247733;248177,247672;248106;248236,-;-;-,672,892,861,876.5,66.66202477
Tdc2,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,236714;237018;238345;238824;239093;239662;240032,236906;237526;238471;239038;239527;239969;240161,-;-;-;-;-;-;-,1917,29,24,26.5,0.7065121165
Tdc1,scaffold_1;scaffold_1;scaffold_1,229116;229753;231866,229644;230857;231995,-;-;-,1764,170,164,167,4.838533403
CG17266,scaffold_1;scaffold_1,227062;227593,227529;227676,-;-,552,72,77,74.5,6.897838918
Hsepi,scaffold_1;scaffold_1;scaffold_1,223024;223493;224931,223390;224871;225029,-;-;-,1845,235,228,231.5,6.412841088
Dpit47,scaffold_1;scaffold_1,214588;215205,215148;215834,-;-,1191,390,385,387.5,16.62860429
geminin,scaffold_1,209805,210383,-,579,278,282,280,24.71583691
Fmo-2,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,193851;194122;195272;195554;195802;196032,194030;194660;195443;195743;195964;196077,-;-;-;-;-;-,1290,3909,3822,3865.5,153.1481731
Trap1,scaffold_1;scaffold_1;scaffold_1,184887;185124;186968,185061;186891;187100,-;-;-,2076,2089,2012,2050.5,50.48103816
Vha16-1,scaffold_1;scaffold_1;scaffold_1,178626;178891;183187,178830;179080;183271,-;-;-,480,16661,16577,16619,1769.536412
FBgn0175751,scaffold_1,176765,176986,-,222,22300,21670,21985,5061.38471
FBgn0175752,scaffold_11235;scaffold_11235,138;469,437;996,+;+,828,1,1,1,0.0617256279
FBgn0175753,scaffold_1;scaffold_1;scaffold_1;scaffold_1,175104;175337;175567;175775,175274;175510;175722;175825,-;-;-;-,552,4,2,3,0.2777653256
CG15233,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,151328;151467;151807;152157;152352,151391;151509;152049;152213;152403,-;-;-;-;-,459,8,8,8,0.8907855321
FBgn0175755,scaffold_1;scaffold_1,26188;27329,26995;27996,-;-,1476,176907,172883,174895,6056.014266
FBgn0175756,scaffold_1;scaffold_1;scaffold_1,23848;24861;25431,24808;25372;25574,-;-;-,1617,2217,1625,1921,60.71740447
CG11453,scaffold_1;scaffold_1;scaffold_1;scaffold_1,21511;22531;22709;23160,22477;22647;23103;23300,-;-;-;-,1620,1634,1563,1598.5,50.43052384
FBgn0175758,scaffold_1,60753,61406,+,654,11,11,11,0.8596284693
FBgn0175759,scaffold_1,165463,165849,+,387,1,2,1.5,0.1980962012
FBgn0175760,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,165878;166293;167172;168837;169466;169774;170013,166184;166976;168771;169398;169613;169951;170463,+;+;+;+;+;+;+,3930,369,342,355.5,4.623202411
Bap170,scaffold_1;scaffold_1;scaffold_1;scaffold_1,187778;188085;189227;192426,188019;189100;192042;193430,+;+;+;+,5079,326,324,325,3.270400959
FBgn0175762,scaffold_1;scaffold_1,201023;201151,201090;201343,+;+,261,0,0,0,0
debcl,scaffold_1;scaffold_1;scaffold_1,203441;206141;206340,203746;206284;206798,+;+;+,909,1691,1680,1685.5,94.76778432
Opbp,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,207506;207564;208308;208755;209362,207512;208251;208700;209301;209415,+;+;+;+;+,1689,491,497,494,14.94834638
sced,scaffold_1,211423,213891,+,2469,94,97,95.5,1.97687011
Adf1,scaffold_1;scaffold_1;scaffold_1,216493;218677;219030,216655;218970;219334,+;+;+,762,749,746,747.5,50.13627674
CG15908,scaffold_1;scaffold_1,220144;220268,220215;220666,+;+,471,132,124,128,13.88944575
CG9410,scaffold_1;scaffold_1;scaffold_1,221138;221309;221471,221202;221413;221924,+;+;+,624,560,543,551.5,45.1706958
CG3271,scaffold_1;scaffold_1;scaffold_1;scaffold_1,225681;225873;226260;226780,225816;226189;226726;226852,+;+;+;+,993,367,351,359,18.4774082
FBgn0175770,scaffold_1;scaffold_1,234991;235068,235007;235746,+;+,696,6,5,5.5,0.4038771688
FBgn0175771,scaffold_1,235897,236103,+,207,1,1,1,0.2469025116
CG9422,scaffold_1;scaffold_1;scaffold_1,243722;243936;244109,243879;244052;244316,+;+;+,483,68,73,70.5,7.459983029
CG3270,scaffold_1;scaffold_1,245267;245787,245479;246896,+;+,1323,403,408,405.5,15.66487262
Rab2,scaffold_1;scaffold_1;scaffold_1,248727;249259;250061,248772;249418;250457,+;+;+,603,4005,4006,4005.5,339.4964811
phtf,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,302773;302870;303066;303624;304618;304857;305272,302798;303009;303573;304558;304796;305213;305757,+;+;+;+;+;+;+,2631,3059,3008,3033.5,58.92763405
CG3267,scaffold_1;scaffold_1;scaffold_1;scaffold_1,306481;306665;307223;308160,306606;306918;308103;308635,+;+;+;+,1737,389,384,386.5,11.37222734
Eb1,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,312580;312759;313145;314101;314647;314844;314990;315130,312700;312904;313450;314359;314789;314926;315062;315180,+;+;+;+;+;+;+;+,1182,2938,2902,2920,126.2586752
SdhB,scaffold_1;scaffold_1;scaffold_1,373470;373805;374298,373532;374241;374691,+;+;+,894,11646,11472,11559,660.8130305
FBgn0175781,scaffold_1;scaffold_1;scaffold_1;scaffold_1,377587;378420;378810;379669,377741;378755;379390;379946,+;+;+;+,1350,1842,1822,1832,69.35656153
FBgn0175782,scaffold_1;scaffold_1;scaffold_1,380857;382280;382456,382240;382392;382668,+;+;+,1710,159,149,154,4.602782611
CG15236,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,396034;398569;399541;399681;401240;401419;402482,396106;398870;399613;400855;401312;402024;402648,+;+;+;+;+;+;+,2469,41,34,37.5,0.7762578965
Spn42Dc,scaffold_1;scaffold_1;scaffold_1,451061;452010;452221,451936;452151;452414,+;+;+,1212,26,28,27,1.13856282
FBgn0175785,scaffold_1;scaffold_1;scaffold_1;scaffold_1,452631;452920;453823;454038,452643;453764;453964;454156,+;+;+;+,1119,1628,1614,1621,74.03699469
Spn42De,scaffold_1;scaffold_1;scaffold_1;scaffold_1,456300;456628;457778;457978,456306;457313;457919;458108,+;+;+;+,966,5,5,5,0.2645384053
CG30158,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,476028;479746;480528;484330;489528;489764,476192;479913;480637;484520;489660;489839,+;+;+;+;+;+,843,29,21,25,1.515682678
CG3358,scaffold_1;scaffold_1;scaffold_1;scaffold_1,492862;492943;493333;494006,492880;493122;493939;494120,+;+;+;+,921,381,362,371.5,20.61555548
CheB42a,scaffold_1;scaffold_1;scaffold_1,518874;519174;519419,519122;519350;519589,+;+;+,597,33,35,34,2.910720061
FBgn0175790,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,519760;520135;520494;520653;520914;521200,520073;520416;520593;520844;521138;521433,+;+;+;+;+;+,1347,3,3,3,0.1138281067
CG17002,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,547917;548406;549169;549312;550136,548348;548505;549219;549796;550321,+;+;+;+;+,1254,467,461,464,18.9110785
CG30159,scaffold_1,552986,553705,+,720,1489,1454,1471.5,104.4536507
Tsp42Ea,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,554275;556326;556581;556805;557173,554334;556517;556742;556999;557244,+;+;+;+;+,681,12426,12161,12293.5,922.6230213
FBgn0175794,scaffold_1;scaffold_1;scaffold_1,558526;558842;559066,558777;559006;559317,+;+;+,669,339,334,336.5,25.70720164
Tsp42Ec,scaffold_1;scaffold_1;scaffold_1,559869;560954;561211,559928;561145;561657,+;+;+,699,148,133,140.5,10.27294592
Tsp42Ee,scaffold_1;scaffold_1;scaffold_1;scaffold_1,566163;570167;570589;570844,566222;570529;570780;570915,+;+;+;+,687,11504,11349,11426.5,850.0654012
Tsp42Ef,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,578233;579479;579714;579939;580198,578289;579652;579875;580136;580269,+;+;+;+;+,663,18277,18188,18232.5,1405.492547
Tsp42Eg,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,581540;584076;587763;588003;588238,581599;584240;587939;588176;588318,+;+;+;+;+,657,680,684,682,53.05359996
Tsp42Eh,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,589085;589205;589468;589695;590025,589144;589399;589632;589892;590102,+;+;+;+;+,696,54,52,53,3.891907263
Tsp42Ei,scaffold_1;scaffold_1;scaffold_1;scaffold_1,590738;590865;591422;591845,590797;591047;591787;591925,+;+;+;+,690,853,823,838,62.07129142
FBgn0175801,scaffold_10666,437,613,+,177,0,0,0,0
Tsp42Ej,scaffold_1;scaffold_1;scaffold_1;scaffold_1,595826;596903;597119;598089,595891;597064;597481;598181,+;+;+;+,684,2392,2364,2378,177.6853417
Tsp42Ek,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,598527;599177;599406;599599;599847,598586;599335;599531;599793;599918,+;+;+;+;+,612,155,150,152.5,12.7354494
Tsp42El,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,601366;602668;602892;603462;603733,601425;602826;603047;603668;603804,+;+;+;+;+,654,2356,2384,2370,185.2108611
lbm,scaffold_1;scaffold_1;scaffold_1;scaffold_1,605517;606521;606736;607133,605576;606679;607071;607204,+;+;+;+,627,718,747,732.5,59.70846982
FBgn0175807,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,608377;608504;608739;608947;609268,608436;608677;608894;609141;609339,+;+;+;+;+,657,1927,1847,1887,146.7919987
Tsp42Eo,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,610302;611017;611252;611470;611843,610361;611190;611407;611667;611914,+;+;+;+;+,660,48,48,48,3.717005084
Tsp42Er,scaffold_1;scaffold_1;scaffold_1,619910;620521;620761,619969;620703;620832,+;+;+,315,62,54,58,9.410512871
CG12836,scaffold_1;scaffold_1;scaffold_1;scaffold_1,624464;624799;625436;625837,624585;624963;625765;626002,+;+;+;+,783,806,773,789.5,51.53309491
FBgn0175812,scaffold_1,663785,664771,+,987,21,22,21.5,1.113312693
FBgn0175813,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,675146;676466;677156;681496;681950,675637;676579;677284;681699;683368,+;+;+;+;+,2358,208,199,203.5,4.410790861
Spn43Aa,scaffold_1;scaffold_1;scaffold_1;scaffold_1,703040;703125;704189;704394,703058;704008;704333;704518,+;+;+;+,1173,7,5,6,0.2614261888
FBgn0175815,scaffold_1;scaffold_1,727321;730223,727556;730226,+;+,240,2,1,1.5,0.3194301244
CG11060,scaffold_1;scaffold_1,730782;731997,731888;733010,+;+,2121,16,16,16,0.3855450818
FBgn0175817,scaffold_1;scaffold_1,733284;734217,733856;734231,+;+,588,3,2,2.5,0.2172994043
CG33140,scaffold_1;scaffold_1;scaffold_1,734321;735242;735503,734661;735413;736609,+;+;+,1620,13,14,13.5,0.4259068325
FBgn0175819,scaffold_1,737370,738980,+,1611,7,7,7,0.2220743261
CG30384,scaffold_1,739058,741184,+,2127,22,20,21,0.5046004786
pk,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,748950;760373;762821;764225;764446;764775,749995;760973;762934;764353;764649;766589,+;+;+;+;+;+,3909,380,362,371,4.850696389
FBgn0175822,scaffold_3887,14,328,-,315,0,0,0,0
Gadd45,scaffold_1,788536,789027,+,492,461,450,455.5,47.3172103
Incenp,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,810402;810534;810780;811909;812144;812970,810470;810714;811845;812005;812810;813163,+;+;+;+;+;+,2274,20,19,19.5,0.4382682445
pwn,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,826746;827272;828812;829758;830046;830228;831055;831274;831595,826782;828777;829690;829921;830168;830896;831209;831415;831795,+;+;+;+;+;+;+;+;+,3876,11,14,12.5,0.1648246256
CG12164,scaffold_1;scaffold_1;scaffold_1;scaffold_1,842564;842994;843238;843569,842584;843173;843513;844081,+;+;+;+,990,39,40,39.5,2.039190289
FBgn0175827,scaffold_1,866949,867305,+,357,1,1,1,0.1431619605
FBgn0175828,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,926082;926189;927300;927839;928665;928849;929261,926134;926982;927773;928102;928787;929202;929388,+;+;+;+;+;+;+,2190,1145,1110,1127.5,26.31287417
CG11112,scaffold_1,938606,939091,+,486,22,22,22,2.313567979
CG11113,scaffold_1,939469,939936,+,468,8,8,8,0.8736550411
FBgn0175831,scaffold_1,946774,946941,+,168,0,0,0,0
FBgn0175832,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,961009;961451;961774;962591;962918;969909,961335;961661;961901;962695;962973;970326,+;+;+;+;+;+,1245,29,27,28,1.149435307
FBgn0175833,scaffold_4948,513,923,+,411,2,4,3,0.3730570796
CG11123,scaffold_1;scaffold_1,972811;973059,973000;974860,+;+,1992,133,130,131.5,3.373900511
sPLA2,scaffold_1;scaffold_1,975073;975433,975374;975691,+;+,561,407,398,402.5,36.66898398
CG11125,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,979524;979657;980182;980653;980864,979581;980125;980489;980811;981036,+;+;+;+;+,1167,221,202,211.5,9.26265245
CG11127,scaffold_1,1008313,1009626,+,1314,341,335,338,13.14671319
didum,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1045150;1045579;1046458;1046770;1047316;1047474;1047846;1048302;1048480;1049426;1050023;1050308;1050497;1050735;1051313;1051508;1052094;1052373,1045179;1046392;1046696;1047258;1047409;1047700;1047869;1048415;1049366;1049952;1050158;1050405;1050677;1051247;1051444;1052036;1052318;1052516,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,5403,769,767,768,7.264773956
CG2144,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1063782;1064009;1064623;1064813;1065082;1065349;1066147,1063945;1064567;1064753;1065027;1065296;1065719;1066915,+;+;+;+;+;+;+,2424,542,522,532,11.21695222
FBgn0175842,scaffold_1;scaffold_1,1077882;1079634,1078001;1079918,+;+,405,7764,7502,7633,963.2435119
CG2137,scaffold_1,1080552,1082561,+,2010,59,54,56.5,1.436640957
Corin,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1106223;1106371;1107570;1108224;1109216;1109451;1109838;1109994;1110454;1110836;1111080;1111300;1111489;1111698,1106314;1106614;1108169;1109157;1109385;1109780;1109935;1110394;1110780;1111019;1111239;1111426;1111634;1112009,+;+;+;+;+;+;+;+;+;+;+;+;+;+,4125,10,8,9,0.1115101525
FBgn0175845,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1117882;1119616;1119762;1120021;1120431;1120967;1121211,1117981;1119702;1119959;1120374;1120652;1121158;1121641,+;+;+;+;+;+;+,1584,4,3,3.5,0.112929842
FBgn0175846,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1122235;1122793;1123480;1123696;1124619;1124951;1125489;1126111;1126700;1126920;1127590;1127780;1128697;1129132;1130019;1130184;1130383;1130739;1130937,1122731;1123423;1123635;1124038;1124891;1125163;1125991;1126638;1126858;1127528;1127717;1128622;1129069;1129953;1130119;1130322;1130666;1130877;1131179,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,6984,2664,2579,2621.5,19.18410243
